Référence interne;Titre du produit;Type de Produit;Marque;Plage de poids;Descriptif détaillé du produit;Prix Public;Prix de vente;Quantité;Qualité;Commentaire d'annonce;Commentaire privé;Images - URL Vue 1;Images - URL Vue 2;Expédition, Retrait;Téléphone;Code Postal;Pays
739122000260;LOVE ESSENTIALS - by Kamasutra ;Lubrifiant;Kamasutra ;De 250 g a 500 g;"Ce luxueux coffret est totalement consacré à la sensualité.
Une huile délicate pour des massages brûlants d'érotisme, un lubrifiant de haute qualité pour encore plus de plaisir, un talc et son plumeau pour des caresses frissonnantes...
Ce superbe coffret cadeau contient :
- Huile d'amour, flacon de 20ml
- Love Liquid,, lubrifiant intime, tube de 25ml
- Poussière de miel 
- Plumeau applicateur.";39.90;39.90;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/l/o/love-essentials-pack_1.jpg;http://www.keepsecret.com/media/catalog/product/l/o/love-essentials-pack_1.jpg;EXP / RET;+(33)826140202;75010;France
4032498711003;TOY FLUID 100ML LUBRIFIANT - Lub by Fun Factory ;Lubrifiant; ;Menos de 250 g;"Pr&amp;eacute;sent&amp;eacute; dans un el&amp;eacute;gant flacon aluminium, ToyFluid est tr&amp;egrave;s facile &amp;agrave; utiliser gr&amp;acirc;ce au diffuseur &amp;agrave; pompe qui d&amp;eacute;livre juste la quantit&amp;eacute; de gel n&amp;eacute;cessaire. Il est &amp;eacute;galement compatible avec les pr&amp;eacute;servatifs.100mL Lubrifiant &amp;agrave; base d&amp;rsquo;eau Inodore Incolore.";12.46;12.46;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/o/toy_fluid_1.jpg;http://www.keepsecret.com/media/catalog/product/t/o/toy_fluid_1.jpg;EXP / RET;+(33)826140202;75010;France
739122002110;PLEASURE POTION LUBRIFIANT SILICONE 100ml ;Lubrifiant;Kamasutra ;Menos de 250 g;"Mettez une noisette de Love Liquid dans votre paume de main, massez le sexe de votre partenaire avec ce lubrifiant &amp;agrave; la texture si douce.100 mLLubrifiant &amp;agrave; base de siliconeLongue dur&amp;eacute;eIncoloreCompatible avec les pr&amp;eacute;servatifs.";12.46;12.46;497;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/l/o/love_liquid_jaune.jpg;http://www.keepsecret.com/media/catalog/product/l/o/love_liquid_jaune.jpg;EXP / RET;+(33)826140202;75010;France
5038483385173;DUREX LOVE x 6 - Condoms preservatifs ;Lubrifiant; ;Menos de 250 g;"Ces pr&amp;eacute;servatifs Durex sont easy-on: une forme profil&amp;eacute;e unique pour d&amp;eacute;rouler et mettre en place le pr&amp;eacute;servatif facilement avec un lubrifiant frais et l&amp;eacute;ger qui masque l&amp;rsquo;odeur du latex.Dim : 190x52.5mmFinLubrifi&amp;eacute; avec r&amp;eacute;servoirTransparent.";5.43;5.43;495;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/d/u/durex-love-x-6---condoms-preservatifs.jpg;http://www.keepsecret.com/media/catalog/product/d/u/durex-love-x-6---condoms-preservatifs.jpg;EXP / RET;+(33)826140202;75010;France
437;VIAMAX DETOX - 2 UNITS ;Lubrifiant; ;Menos de 250 g;"Prise de 2 gelules de Viamas Detox avant et 2 gelules &amp;agrave; la fin de votre soir&amp;eacute;e..";5.43;5.43;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/i/viamax-detox---2-units.jpg;http://www.keepsecret.com/media/catalog/product/v/i/viamax-detox---2-units.jpg;EXP / RET;+(33)826140202;75010;France
438;VIAMAX DESIRE 2-PACK ;Lubrifiant; ;Menos de 250 g;"Con&amp;ccedil;u pour prendre effet dans les 2 heures apres son absorption. Son effet est de 36 heures..";8.28;8.28;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/i/viamax-desire-2-pack.jpg;http://www.keepsecret.com/media/catalog/product/v/i/viamax-desire-2-pack.jpg;EXP / RET;+(33)826140202;75010;France
739122000970;PEINTURE CORPS CHOCOLAT : Massage by Kamasutra ;Huile de massage;Kamasutra ;Menos de 250 g;"Devenez la muse de votre amant en le laissant peindre sur votre corps, avant que son œuvre s'efface au passage de ses baisers et de sa langue ...
Vos nuits deviendront dès plus sensuelles et inoubliables.
Chocolat au lait
Pinceau
60g.";19.90;19.90;490;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/e/peinture_corps_chocolat_2.jpg;http://www.keepsecret.com/media/catalog/product/p/e/peinture_corps_chocolat_2.jpg;EXP / RET;+(33)826140202;75010;France
444;BODY SOUFFLE : CHOCOLATE CREME BRULEE by Kamasutra ;Huile de massage;Kamasutra ;De 250 g a 500 g;"En enduisant votre corps de cette cr&amp;egrave;me souffl&amp;eacute;e vous deviendrez totalement irr&amp;eacute;sistible.En massant votre partenaire avec cette cr&amp;egrave;me au parfum envoutant vous succomberez au besoin de go&amp;ucirc;ter son corps en le parcourant &amp;agrave; l&amp;rsquo;aide de votre langue&amp;hellip;&amp;nbsp;Une cr&amp;egrave;me souffl&amp;eacute;e pour le corps &amp;agrave; la cr&amp;egrave;me brul&amp;eacute;e chocolat&amp;eacute;e, 227g.";16.64;16.64;21;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/o/body-souffle.jpg;http://www.keepsecret.com/media/catalog/product/b/o/body-souffle.jpg;EXP / RET;+(33)826140202;75010;France
446;VANILLE CREME BRULEE by Kamasutra ;Huile de massage;Kamasutra ;De 250 g a 500 g;"En enduisant votre corps de cette cr&amp;egrave;me souffl&amp;eacute;e vous deviendrez totalement irr&amp;eacute;sistible.En massant votre partenaire avec cette cr&amp;egrave;me au parfum envoutant vous succomberez au besoin de gouter son corps en le parcourant &amp;agrave; l&amp;#39;aide de votre langue.Une cr&amp;egrave;me souffl&amp;eacute;e pour le corps &amp;agrave; la Vanille, 227g.";16.64;16.64;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/v/a/vanille-creme-brulee-by-kamasutra.jpg;http://www.keepsecret.com/media/catalog/product/v/a/vanille-creme-brulee-by-kamasutra.jpg;EXP / RET;+(33)826140202;75010;France
739122000826;PETITE PLEASURES BODY SOUFFLE FRAISE 60ml - massage Kamasutra ;Huile de massage;Kamasutra ;De 250 g a 500 g;"En enduisant votre corps de cette cr&amp;egrave;me souffl&amp;eacute;e vous deviendrez totalement irr&amp;eacute;sistible.En massant votre partenaire avec cette cr&amp;egrave;me au parfum envoutant vous succomberez au besoin de go&amp;ucirc;ter son corps en le parcourant &amp;agrave; l&amp;rsquo;aide de votre langue&amp;hellip;&amp;nbsp;Une cr&amp;egrave;me souffl&amp;eacute;e pour le corps &amp;agrave; la fraise.";16.64;16.64;0;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/e/petite-pleasures-body-souffle-fraise-60ml---massage-kamasutra.jpg;http://www.keepsecret.com/media/catalog/product/p/e/petite-pleasures-body-souffle-fraise-60ml---massage-kamasutra.jpg;EXP / RET;+(33)826140202;75010;France
739122000109;TRESORS DE LA MER 500g - Sels de bain Kamasutra ;Huile de massage;Kamasutra ;De 500 g a 3 kg;"Versez un coquillage de sels de mer dans votre eau de bain pour le colorer et parfumer&amp;hellip;Laissez-vous emporter par une odeur envoutante&amp;hellip;Contenance du pot : 500gCoquillage doseur.";25.00;25.00;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/t/r/tresors-de-la-mer-500g---sels-de-bain-kamasutra.jpg;http://www.keepsecret.com/media/catalog/product/t/r/tresors-de-la-mer-500g---sels-de-bain-kamasutra.jpg;EXP / RET;+(33)826140202;75010;France
739122001076;OIL SERENITY 100ML - huile massage amande douce Kamasutra ;Huile de massage;Kamasutra ;Menos de 250 g;"Con&amp;ccedil;ue sp&amp;eacute;cialement pour vous aider &amp;agrave; retrouver votre s&amp;eacute;r&amp;eacute;nit&amp;eacute;,Les Massages Oil sont enrichies en vitamine E mais ne graissent pas la peau.&amp;nbsp;100mL Disponible en 3 fragances :-&amp;nbsp;Jardin des Plaisirs : bergamote, jasmin, rose, bois de santal-&amp;nbsp;S&amp;eacute;r&amp;eacute;nit&amp;eacute; : marjolaine, c&amp;egrave;dre, lavande-&amp;nbsp;Amande Douce.";14.97;14.97;498;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/o/i/oil-serenity-100ml---huile-massage-amande-douce-kamasutra2.jpg;http://www.keepsecret.com/media/catalog/product/o/i/oil-serenity-100ml---huile-massage-amande-douce-kamasutra2.jpg;EXP / RET;+(33)826140202;75010;France
452;OIL PLEASURE GARDEN 200ML - huile massage Kamasutra ;Huile de massage;Kamasutra ;Menos de 250 g;"Con&amp;ccedil;ue sp&amp;eacute;cialement pour vous aider &amp;agrave; retrouver votre s&amp;eacute;r&amp;eacute;nit&amp;eacute;,Les Massages Oil sont enrichies en vitamine E mais ne graissent pas la peau.200mL Disponible en 3 fragances :-&amp;nbsp;Jardin des Plaisirs : bergamote, jasmin, rose, bois de santal-&amp;nbsp;S&amp;eacute;r&amp;eacute;nit&amp;eacute; : marjolaine, c&amp;egrave;dre, lavande-&amp;nbsp;Amande Douce.";14.97;14.97;0;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/o/i/oil_serenity_200ml.jpg;http://www.keepsecret.com/media/catalog/product/o/i/oil_serenity_200ml.jpg;EXP / RET;+(33)826140202;75010;France
739122001090;OIL SWEET ALMOND 100ML - huile massage amande douce Kamasutra ;Huile de massage;Kamasutra ;Menos de 250 g;"Con&amp;ccedil;ue sp&amp;eacute;cialement pour vous aider &amp;agrave; retrouver votre s&amp;eacute;r&amp;eacute;nit&amp;eacute;,Les Massages Oil sont enrichies en vitamine E mais ne graissent pas la peau.&amp;nbsp;100mL Disponible en 3 fragances :-&amp;nbsp;Jardin des Plaisirs : bergamote, jasmin, rose, bois de santal-&amp;nbsp;S&amp;eacute;r&amp;eacute;nit&amp;eacute; : marjolaine, c&amp;egrave;dre, lavande-&amp;nbsp;Amande Douce.";14.97;14.97;493;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/o/i/oil-sweet-almond-100ml---huile-massage-amande-douce-kamasutra2.jpg;http://www.keepsecret.com/media/catalog/product/o/i/oil-sweet-almond-100ml---huile-massage-amande-douce-kamasutra2.jpg;EXP / RET;+(33)826140202;75010;France
739122000017;FILTRE D'AMOUR : ORIGINAL - huile massage Kamasutra ;Huile de massage;Kamasutra ;De 250 g a 500 g;"Il suffit de quelques gouttes pour donner à votre peau un arôme envoutant.
Ces huiles génèrent une douce sensation de chaleur.
Comestibles, elles vous invitent a partir à la découverte du corps de votre partenaire
Flacon de 100mL
Parfums : Huile Originale (cannelle).";21.05;21.05;184;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/f/i/file_1_13.jpg;http://www.keepsecret.com/media/catalog/product/f/i/file_1_13.jpg;EXP / RET;+(33)826140202;75010;France
814371001301;KIT MASSAGE ROMANTIQUE : by Lover's choice ;Huile de massage;Lover's Choice ;De 250 g a 500 g;"Avec ce kit, éveillez vos sens et inventez de nouveaux jeux intimes.
Le coffret du kit de massage contient : 
- 1 Huile de massage Tropical (noix de coco et fruits exotiques) 
- 1 Masseur aux bouts arrondis afin de détendre facilement tous les muscles
- 2 petites bougies pour créer une atmosphère romantique 
- 1 Guide d'initiation pour découvrir toutes les techniques de massage
Dimension : 12 x 5,5 x 13 cm
Marque : Lover's Choice.";19.90;19.90;459;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/r/o/romantique_massage_kit_1_1.jpg;http://www.keepsecret.com/media/catalog/product/r/o/romantique_massage_kit_1_1.jpg;EXP / RET;+(33)826140202;75010;France
739122000031;POUDRE DE MIEL 200g - massage by Kamasutra ;Huile de massage;Kamasutra ;De 250 g a 500 g;Kit poudre 200g.;20.82;20.82;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/o/poudre-de-miel-200g---massage-by-kamasutra.jpg;http://www.keepsecret.com/media/catalog/product/p/o/poudre-de-miel-200g---massage-by-kamasutra.jpg;EXP / RET;+(33)826140202;75010;France
457;PETITE PLEASURES BODY SOUFFLE CHOCOLATE 60ml - massage Kamasutra ;Huile de massage;Kamasutra ;De 250 g a 500 g;"En enduisant votre corps de cette cr&amp;egrave;me souffl&amp;eacute;e vous deviendrez totalement irr&amp;eacute;sistible.En massant votre partenaire avec cette cr&amp;egrave;me au parfum envoutant vous succomberez au besoin de go&amp;ucirc;ter son corps en le parcourant &amp;agrave; l&amp;rsquo;aide de votre langue&amp;hellip;Une cr&amp;egrave;me souffl&amp;eacute;e pour le corps au chocolat.";16.64;16.64;0;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/e/petite-pleasures-body-souffle-chocolate-60ml---massage-kamasutra.jpg;http://www.keepsecret.com/media/catalog/product/p/e/petite-pleasures-body-souffle-chocolate-60ml---massage-kamasutra.jpg;EXP / RET;+(33)826140202;75010;France
3700577801389;BOUGIE de MASSAGE AMBRE : by KeepSecret ;Huile de massage;Keep Secret ;De 250 g a 500 g;"KeepSecret lance sa gamme de bougies de massage dans de superbes verres laques noirs. 
Allumez la mèche, attendre que la cire devienne liquide (au minimum 10mn), éteindre la bougie. Verser l'huile fondue dans la paume de la main (après contrôle de la température)
 (l'huile sera tiède mais pas brûlante) et masser sensuellement le corps de votre partenaire. 

Ingrédients naturels
Contenance : 180 ml.
Parfum : Ambre
Ne contient pas d'allergènes. 

Avant la première utilisation tester sur une petite zone de peau pour éviter tout risque d'allergie.
Utiliser uniquement pour l'usage prévu et conformément au mode d'emploi..";34.90;34.90;480;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/o/bougie-de-massage-ambre.jpg;http://www.keepsecret.com/media/catalog/product/b/o/bougie-de-massage-ambre.jpg;EXP / RET;+(33)826140202;75010;France
3700577801396;BOUGIE de MASSAGE MONOI : by KeepSecret ;Huile de massage;Keep Secret ;De 500 g a 3 kg;"KeepSecret lance sa gamme de bougies de massage dans de superbes verres laques noirs. 
Allumez la mèche, attendre que la cire devienne liquide (au minimum 10mn), éteindre la bougie. Verser l'huile fondue dans la paume de la main (après contrôle de la température)
 (l'huile sera tiède mais pas brûlante) et masser sensuellement le corps de votre partenaire. 

Ingrédients naturels
Contenance : 180 ml.
Parfum : Monoï
Ne contient pas d'allergènes. 

Avant la première utilisation tester sur une petite zone de peau pour éviter tout risque d'allergie.
Utiliser uniquement pour l'usage prévu et conformément au mode d'emploi..";34.90;34.90;579;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/o/bougie-de-massage-ambre_1.jpg;http://www.keepsecret.com/media/catalog/product/b/o/bougie-de-massage-ambre_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577801372;BOUGIE de MASSAGE VANILLE : by KeepSecret ;Huile de massage;Keep Secret ;De 500 g a 3 kg;"KeepSecret lance sa gamme de bougies de massage dans de superbes verres laques noirs. 
Allumez la mèche, attendre que la cire devienne liquide (au minimum 10mn), éteindre la bougie. Verser l'huile fondue dans la paume de la main (après contrôle de la température)
 (l'huile sera tiède mais pas brûlante) et masser sensuellement le corps de votre partenaire. 

Ingrédients naturels
Contenance : 180 ml.
Parfum : Vanille
Ne contient pas d'allergènes. 

Avant la première utilisation tester sur une petite zone de peau pour éviter tout risque d'allergie.
Utiliser uniquement pour l'usage prévu et conformément au mode d'emploi..";34.90;34.90;285;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/b/o/bougie-de-massage-ambre_2.jpg;http://www.keepsecret.com/media/catalog/product/b/o/bougie-de-massage-ambre_2.jpg;EXP / RET;+(33)826140202;75010;France
5022782333133;STRING BONBONS HOMME : by Spencer ;Jeux coquins;Spencer's ;De 250 g a 500 g;"Croquez une par une chaque sucrerie autour de l&amp;#39;intimit&amp;eacute; de votre partenaire...Seulement 40 caloriesNe contient pas de graisses ni sodium.";8.28;8.28;489;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/t/string_bonbon_homme_1.jpg;http://www.keepsecret.com/media/catalog/product/s/t/string_bonbon_homme_1.jpg;EXP / RET;+(33)826140202;75010;France
5022782333126;SOUTIEN GORGE BONBONS : by Spencer ;Jeux coquins;Spencer's ;De 500 g a 3 kg;Croquez une par une chaque sucrerie dissimulant la poitrine de votre partenaire. Un sextoy sucre a partager en couple.Taille unique, convient du small au medium-largeSeulement 40 caloriesNe contient pas de graisses ni sodium.;8.28;8.28;478;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/o/soutien_gorge_bonbon_1.jpg;http://www.keepsecret.com/media/catalog/product/s/o/soutien_gorge_bonbon_1.jpg;EXP / RET;+(33)826140202;75010;France
5022782333119;STRING BONBONS FEMME : by Spencer ;Jeux coquins;Spencer's ;De 250 g a 500 g;"Croquez une par une chaque sucrerie dissimulant la poitrine de votre partenaire&amp;hellip;Taille unique, convient du small au medium-largeSeulement 40 caloriesNe contient pas de graisses ni sodium.";8.28;8.28;473;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/s/t/string_bonbon.jpg;http://www.keepsecret.com/media/catalog/product/s/t/string_bonbon.jpg;EXP / RET;+(33)826140202;75010;France
3700577801136;CRAVACHE ARGENT - SWAROVSKI ;Jeux coquins; ;Menos de 250 g;"L&amp;#39;accessoire de soumission luxueux par excellence. Cette cravache en cuir v&amp;eacute;ritable, faite &amp;agrave; la main et incrust&amp;eacute;e du plus fin des cristaux autrichiens est un objet de d&amp;eacute;sir &amp;agrave; elle seule.Cuir v&amp;eacute;ritableEnti&amp;egrave;rement r&amp;eacute;alis&amp;eacute; &amp;agrave; la mainLongueur: 66cmCouleurs : Noir, Or, Blanc.";166.39;166.39;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/r/cravache-argent---swarovski.jpg;http://www.keepsecret.com/media/catalog/product/c/r/cravache-argent---swarovski.jpg;EXP / RET;+(33)826140202;75010;France
3700577801143;CRAVACHE NOIRE - cristaux SWAROVSKI ;Jeux coquins; ;Menos de 250 g;"L&amp;#39;accessoire de soumission luxueux par excellence. Cette cravache en cuir v&amp;eacute;ritable, faite &amp;agrave; la main et incrust&amp;eacute;e du plus fin des cristaux autrichiens est un objet de d&amp;eacute;sir &amp;agrave; elle seule.&amp;nbsp;Cuir v&amp;eacute;ritableEnti&amp;egrave;rement r&amp;eacute;alis&amp;eacute; &amp;agrave; la mainLongueur: 66cmCouleurs : Noir, Or, Blanc.";166.39;166.39;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/r/cravache-noire---cristaux-swarovski3._1.jpg;http://www.keepsecret.com/media/catalog/product/c/r/cravache-noire---cristaux-swarovski3._1.jpg;EXP / RET;+(33)826140202;75010;France
3700577801204;MENOTTES CRISTAUX OR - sex toy SWAROVSKI ;Jeux coquins; ;De 500 g a 3 kg;"Incontournable et unique pour des &amp;eacute;v&amp;egrave;nements chics et coquins, pour &amp;ecirc;tre port&amp;eacute;es encore et encore-Fournies avec les cl&amp;eacute;s : pour s&amp;#39;attacher, se d&amp;eacute;tacher et se rattacher-Livr&amp;eacute;es dans une boite &amp;eacute;crin deux volets noire et griseMenottes acierCristaux SwarovskiMenottes 22 cmDiam&amp;egrave;tre&amp;nbsp; 7 cmCouleurs : Cristal, Or ou Noir.";166.39;166.39;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/e/menotte_or2.jpg;http://www.keepsecret.com/media/catalog/product/m/e/menotte_or2.jpg;EXP / RET;+(33)826140202;75010;France
3700577801211;MENOTTES FOURRURES ROSES - sex toy by KeepSecret ;Jeux coquins;Keep Secret ;De 250 g a 500 g;"Des menottes en fourrure pour corser vos ébats amoureux !
Attachez vous, faites vous attacher, pour alterner les rôles de soumis/dominant
Les menottes en fourrures font parties des accessoires érotiques les plus vendus et utilisés dans le monde.

Bien entendu ces menottes sont munies d'un loquet de sécurité qui permet au &quot;prisonnier&quot;, d'un seul geste et à tout moment, de se libérer lui-même en toute facilité.
Couleur : Rose

Contient:
- 1 paire de menottes en métal
- 2 clés.";14.90;14.90;470;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/e/menottes-fourrures-roses---sex-toy-by-keepsecret_1.jpg;http://www.keepsecret.com/media/catalog/product/m/e/menottes-fourrures-roses---sex-toy-by-keepsecret_1.jpg;EXP / RET;+(33)826140202;75010;France
3700577801129;CACHE SEINS OR - nippies SWAROVSKI ;Jeux coquins; ;Menos de 250 g;"Les cache-seins pampilles Lux-me sont livr&amp;eacute;s avec une boite de bandes adh&amp;eacute;sives pour &amp;ecirc;tre port&amp;eacute;s encore et encore...Dimension : 5,3 cm.";132.94;132.94;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/c/a/cache-seins-or---nippies-swarovski3.jpg;http://www.keepsecret.com/media/catalog/product/c/a/cache-seins-or---nippies-swarovski3.jpg;EXP / RET;+(33)826140202;75010;France
3700577803536;PLEASURE CAN SILVER : by Fun Factory ;Jeux coquins;Fun Factory ;De 500 g a 3 kg;"Nous avons la solution avec cet &amp;eacute;tui qui &amp;eacute;vite les microbes, le contact avec d&amp;#39;autres objet ou encore d&amp;#39;&amp;ecirc;tre vu par des personnes de votre entourage&amp;nbsp;Longueur : 16, 5 cmDiam&amp;egrave;tre : 4,5 &amp;ndash; 6,5 cmCouleurs : m&amp;eacute;tallique, Rose.";16.64;16.64;499;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/l/pleasure_can_silver4.jpg;http://www.keepsecret.com/media/catalog/product/p/l/pleasure_can_silver4.jpg;EXP / RET;+(33)826140202;75010;France
3700577801181;MENOTTES CRISTAUX ARGENT - sex toy SWAROVSKI ;Jeux coquins; ;De 500 g a 3 kg;"Incontournable et unique pour des &amp;eacute;v&amp;egrave;nements chics et coquins, pour &amp;ecirc;tre port&amp;eacute;es encore et encore-Fournies avec les cl&amp;eacute;s : pour s&amp;#39;attacher, se d&amp;eacute;tacher et se rattacher-Livr&amp;eacute;es dans une boite &amp;eacute;crin deux volets noire et griseMenottes acierCristaux SwarovskiMenottes 22 cmDiam&amp;egrave;tre&amp;nbsp; 7 cmCouleurs : Cristal, Or ou Noir.";166.39;166.39;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/e/menotte_argent2.jpg;http://www.keepsecret.com/media/catalog/product/m/e/menotte_argent2.jpg;EXP / RET;+(33)826140202;75010;France
3700577801198;MENOTTES CRISTAUX NOIR - sex toy SWAROVSKI ;Jeux coquins; ;De 500 g a 3 kg;"Incontournable et unique pour des &amp;eacute;v&amp;egrave;nements chics et coquins, pour &amp;ecirc;tre port&amp;eacute;es encore et encore-Fournies avec les cl&amp;eacute;s : pour s&amp;#39;attacher, se d&amp;eacute;tacher et se rattacher- Livr&amp;eacute;es dans une boite &amp;eacute;crin deux volets noire et griseMenottes acierCristaux SwarovskiMenottes 22 cmDiam&amp;egrave;tre&amp;nbsp; 7 cmCouleurs : Cristal, Or ou Noir.";166.39;166.39;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/e/menotte_noir_1.jpg;http://www.keepsecret.com/media/catalog/product/m/e/menotte_noir_1.jpg;EXP / RET;+(33)826140202;75010;France
876651000641;NIPPIES BLUE SATIN : caches seins by Bristols6 ;Jeux coquins;Bristols 6 ;Menos de 250 g;"Auto-adh&amp;eacute;sifs, ils n&amp;#39;irritent pas la peau. Vous n&amp;#39;avez qu&amp;#39;&amp;agrave; enlever la bande adh&amp;eacute;sive, les positionner sur la poitrine et les coller pour du plaisir instantan&amp;eacute;. Les NIPPIES sont tr&amp;egrave;s confortables, extra fins et invisibles sous des v&amp;ecirc;tements moulants.R&amp;eacute;utilisables, livr&amp;eacute;s par paire.Vendus par 2 pairesSurface auto-adh&amp;eacute;sive hypoallerg&amp;eacute;niqueR&amp;eacute;siste &amp;agrave; l&amp;rsquo;eau.";16.64;16.64;500;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/n/i/nippies_coeur_bleu.jpg;http://www.keepsecret.com/media/catalog/product/n/i/nippies_coeur_bleu.jpg;EXP / RET;+(33)826140202;75010;France
8437008001081;MENOTTES ZA ZA ZU : sextoy by Bijoux Indiscrets ;Jeux coquins;Bijoux indiscrets ;Menos de 250 g;"Attachez ou fa&amp;icirc;tes vous attacher par votre amant, et osez r&amp;eacute;aliser vos fantasmes, laissez votre imagination s&amp;rsquo;exprimer !&amp;nbsp;Menottes ajustablesPlumes de Marabout.";16.64;16.64;17;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/m/e/menottes-za-za-zu.jpg;http://www.keepsecret.com/media/catalog/product/m/e/menottes-za-za-zu.jpg;EXP / RET;+(33)826140202;75010;France
8437008001104;POM POM PLUMERO : by Bijoux Indiscrets ;Jeux coquins;Bijoux indiscrets ;Menos de 250 g;"Parcourez le corps de votre partenaire &amp;agrave; l&amp;#39;aide de ce doux plumeau.Pom Pom Plumero vous fera frissonner de plaisir, perdez la notion du temps et laissez vous aller.Plumes de marabout.";9.95;9.95;475;N;KeepSecret, votre sex shop en ligne, une large gamme de sex toys et accessoires erotiques..; ;http://www.keepsecret.com/media/catalog/product/p/o/pom-pom-plumero.jpg;http://www.keepsecret.com/media/catalog/product/p/o/pom-pom-plumero.jpg;EXP / RET;+(33)826140202;75010;France
